"sale_date","product_unit_sales","discount_amount (Rs.)","mrp_amount (Rs.)","product"
"11/10/2022","471","189484.86","1068229","shirt"
"1/23/2023","720","227919.05","1755680","shirt"
"2/1/2023","720","265300.78","1783780","shirt"
"2/2/2023","646","179282.92","1612454","shirt"
"2/17/2023","615","180195.32","1564285","shirt"
"2/6/2023","648","160388.91","1622652","shirt"
"3/7/2021","738","336247.27","1460162","shirt"
"2/14/2023","671","203485.23","1687429","shirt"
"5/10/2019","686","285817.3","1346514","shirt"
"5/29/2019","625","258267.2","1209205","shirt"
"6/6/2019","554","227028.73","1071246","shirt"
"7/24/2020","245","115955.87","462955","shirt"
"7/30/2020","240","94612.48","460260","shirt"
"9/4/2020","335","207192.27","630065","shirt"
"9/16/2020","347","207925.45","661653","shirt"
"9/22/2020","277","166403.01","526623","shirt"
"10/9/2020","423","192059.46","808077","shirt"
"10/29/2020","500","218407.21","967000","shirt"
"11/15/2020","1017","429452.25","1955783","shirt"
"11/25/2020","580","212979.26","1129820","shirt"
"11/28/2020","738","272274.2","1433762","shirt"
"11/30/2020","478","184490.74","936622","shirt"
"12/24/2020","809","420713.27","1607091","shirt"
"12/29/2020","434","207104.29","852066","shirt"
"1/7/2021","442","190948.81","845858","shirt"
"3/29/2021","209","82414.86","415691","shirt"
"4/16/2021","284","112220.29","564816","shirt"
"7/4/2021","365","179385.02","709335","shirt"
"7/6/2021","502","296639.66","978698","shirt"
"7/12/2021","560","264663.84","1088640","shirt"
"7/15/2021","390","141971.14","771110","shirt"
"7/21/2021","401","142730.67","784899","shirt"
"7/22/2021","363","196910.72","701937","shirt"
"8/2/2021","590","391852","1157310","shirt"
"8/12/2021","734","462553.13","1431966","shirt"
"1/2/2024","369","113100.04","965331","shirt"
"1/18/2024","485","204106.98","1290315","shirt"
"1/26/2024","1091","397688.83","2877109","shirt"
"2/11/2024","1002","214837.8","2651698","shirt"
"2/14/2024","584","129335.23","1539616","shirt"
"2/26/2024","427","93662.41","1134473","shirt"
"8/23/2021","549","350890.7","1065851","shirt"
"9/9/2021","549","301673.54","1059351","shirt"
"10/14/2021","1008","485739.73","2062892","shirt"
"11/23/2021","510","182689.84","1047490","shirt"
"11/25/2021","608","215285.53","1244392","shirt"
"11/27/2021","922","329108.56","1912178","shirt"
"11/30/2021","543","193696.92","1121157","shirt"
"12/7/2021","569","203054.68","1172631","shirt"
"12/26/2021","797","397873.82","1657403","shirt"
"1/5/2022","458","223603.14","958142","shirt"
"1/24/2022","427","224691.02","893773","shirt"
"2/7/2022","638","307360.29","1334962","shirt"
"2/10/2022","677","325318.76","1408123","shirt"
"2/13/2022","1220","600963.13","2546480","shirt"
"3/15/2022","437","176327.05","920863","shirt"
"3/28/2022","429","179204.72","910971","shirt"
"4/6/2022","563","206260.07","1183437","shirt"
"4/19/2022","709","263193.69","1492191","shirt"
"4/21/2022","681","319236.65","1433719","shirt"
"5/9/2022","719","302951.7","1534381","shirt"
"5/20/2022","551","188632.51","1180849","shirt"
"6/27/2022","441","263257.82","957959","shirt"
"7/16/2022","882","606275.18","1902518","shirt"
"7/19/2022","589","432386.64","1261511","shirt"
"7/29/2022","552","359101.76","1179548","shirt"
"7/30/2022","880","548879.37","1880020","shirt"
"8/1/2022","514","307137.54","1103386","shirt"
"3/17/2023","496","318894.57","1287204","shirt"
"3/25/2023","877","687845.12","2273223","shirt"
"4/24/2023","516","202960.34","1258784","shirt"
"6/12/2023","377","187878.6","939523","shirt"
"6/20/2023","886","893313.36","2228414","shirt"
"6/25/2023","1567","1592287.41","4012633","shirt"
"7/5/2023","604","607041.42","1535996","shirt"
"8/5/2023","500","332761.48","1275000","shirt"
"9/11/2023","310","166563.69","808590","shirt"
"9/16/2023","628","337269.26","1650972","shirt"
"10/6/2023","232","57767.66","597968","shirt"
"10/25/2023","324","100557.74","826776","shirt"
"12/2/2023","810","151929.49","2109090","shirt"
"12/4/2023","446","95309.32","1161254","shirt"
"3/24/2024","745","230480.37","1993055","shirt"
"7/22/2020","197","87221.14","372203","shirt"
"5/25/2021","24","11620.05","48476","shirt"
"7/2/2019","517","272219.85","996883","shirt"
"9/17/2022","505","196744.56","1130695","shirt"
"11/3/2022","434","135257.2","1015666","shirt"
"9/24/2021","316","160726.18","624984","shirt"
"9/9/2019","526","148059.27","1015274","shirt"
"9/10/2019","742","190921.64","1422458","shirt"
"8/15/2019","536","110790.85","1026064","shirt"
"10/28/2019","1063","258426.26","2088337","shirt"
"12/18/2019","1892","1618966.28","3822808","shirt"
"10/11/2019","615","172201.88","1225785","shirt"
"12/10/2022","1104","291017.38","2652396","shirt"
"12/16/2022","676","270760.85","1630324","shirt"
"12/30/2022","698","292132.42","1688602","shirt"
"10/21/2022","855","357467.86","2033145","shirt"
"12/26/2022","645","290434.16","1550055","shirt"
"2/5/2023","1370","369780.51","3441930","shirt"
"11/24/2022","830","223183.69","1964370","shirt"
"1/7/2023","1085","470574.17","2665215","shirt"
"1/16/2023","629","222515.45","1548771","shirt"
"5/7/2019","688","309080.83","1355712","shirt"
"5/8/2019","555","233095.91","1076545","shirt"
"5/18/2019","996","438378.42","1955404","shirt"
"2/16/2020","1041","417411.46","1981059","shirt"
"5/29/2020","92","14120.19","170208","shirt"
"5/31/2020","119","23326.76","222681","shirt"
"7/11/2020","228","57351.42","425372","shirt"
"7/14/2020","177","72169.56","338523","shirt"
"7/31/2020","259","102520.36","490741","shirt"
"8/12/2020","303","147365.91","576997","shirt"
"8/14/2020","319","149889.86","600381","shirt"
"9/26/2020","606","377662.46","1155494","shirt"
"10/8/2020","375","181064.78","714825","shirt"
"10/14/2020","510","236594.52","992790","shirt"
"10/15/2020","475","214458.43","906025","shirt"
"10/19/2020","504","225960.39","977496","shirt"
"10/22/2020","632","260854.6","1206068","shirt"
"10/23/2020","670","285212.26","1279130","shirt"
"10/26/2020","636","248929.31","1212064","shirt"
"11/4/2020","531","203336.97","1009369","shirt"
"11/6/2020","639","258174.91","1231861","shirt"
"11/19/2020","566","216814.06","1093334","shirt"
"12/9/2020","469","158712.87","925831","shirt"
"2/2/2021","329","152899.01","639171","shirt"
"2/13/2021","835","351575.27","1619065","shirt"
"2/26/2021","373","184994","726327","shirt"
"3/25/2021","327","139750.14","650073","shirt"
"4/4/2021","546","241121.03","1085954","shirt"
"4/28/2021","169","64996.53","335431","shirt"
"4/30/2021","228","100920.42","448572","shirt"
"5/3/2021","108","39534.19","207492","shirt"
"5/9/2021","161","61186.35","317339","shirt"
"5/30/2021","39","16769.66","75861","shirt"
"6/24/2021","338","146753.47","656362","shirt"
"7/29/2021","742","541174.65","1449858","shirt"
"7/31/2021","619","397217.73","1199281","shirt"
"12/17/2023","856","267869.79","2261944","shirt"
"12/18/2023","426","126646.3","1117074","shirt"
"1/29/2024","439","133872.56","1155961","shirt"
"2/7/2024","570","179954.35","1499930","shirt"
"9/4/2021","687","397684.57","1333413","shirt"
"9/11/2021","674","390994.33","1299026","shirt"
"10/18/2021","559","269749.61","1150441","shirt"
"10/20/2021","660","314878.46","1354540","shirt"
"10/28/2021","874","414790.13","1807326","shirt"
"11/29/2021","503","185217","1030297","shirt"
"12/10/2021","570","255674.04","1161930","shirt"
"12/28/2021","527","284673.21","1093973","shirt"
"1/1/2022","592","313205.23","1231208","shirt"
"1/16/2022","472","262921.93","992328","shirt"
"1/25/2022","519","273603.14","1090281","shirt"
"1/27/2022","516","280235.82","1092284","shirt"
"2/8/2022","642","303735.7","1345058","shirt"
"2/11/2022","670","315344.54","1405230","shirt"
"2/14/2022","719","361157.69","1497281","shirt"
"3/9/2022","491","187042.79","1032409","shirt"
"5/8/2022","1351","526757.15","2908549","shirt"
"6/23/2022","466","287673.53","1017034","shirt"
"7/5/2022","637","406841.71","1369863","shirt"
"7/13/2022","495","352456.39","1074605","shirt"
"7/14/2022","614","410418.54","1325986","shirt"
"7/22/2022","547","365383.23","1169053","shirt"
"4/29/2023","810","292979.26","2033990","shirt"
"5/10/2023","487","149351.15","1224913","shirt"
"5/17/2023","468","178509.76","1162032","shirt"
"5/21/2023","842","317248.79","2139558","shirt"
"6/2/2023","468","220547.57","1152332","shirt"
"7/2/2023","1464","1500212.85","3717036","shirt"
"7/29/2023","633","471004.24","1605167","shirt"
"8/30/2023","475","318471.62","1220825","shirt"
"9/17/2023","746","405934.44","1965254","shirt"
"11/11/2023","1661","536062.85","4317239","shirt"
"11/30/2023","475","87077.33","1240525","shirt"
"3/1/2024","545","99347.07","1448755","shirt"
"3/22/2024","417","123581.22","1112583","shirt"
"4/6/2024","818","214216.66","2177382","shirt"
"8/7/2022","1197","755038.86","2583903","shirt"
"7/1/2019","656","377598.23","1270744","shirt"
"7/13/2019","1114","819514.75","2191286","shirt"
"1/14/2020","990","624417.52","1942410","shirt"
"10/24/2022","670","285654.48","1593530","shirt"
"11/8/2022","582","166221.95","1334918","shirt"
"6/8/2019","927","424911.28","1818173","shirt"
"8/24/2023","305","196795.14","795595","shirt"
"2/28/2020","481","178742.3","926619","shirt"
"9/7/2019","770","202370.47","1468830","shirt"
"9/15/2019","835","242006.06","1603965","shirt"
"9/2/2019","621","168473.59","1173279","shirt"
"8/1/2019","271","48069.68","501829","shirt"
"11/10/2019","1019","47790.29","1978481","shirt"
"12/2/2019","434","18226.22","844466","shirt"
"10/21/2019","1034","238816.74","2045366","shirt"
"10/16/2019","577","141873.69","1143123","shirt"
"11/25/2019","412","32701.39","797388","shirt"
"8/20/2022","563","224316.51","1226737","shirt"
"1/1/2023","1058","500232.45","2583742","shirt"
"12/29/2022","634","296587.61","1532966","shirt"
"11/29/2022","774","198518.09","1846026","shirt"
"1/19/2023","646","219724.33","1578554","shirt"
"11/13/2022","1180","318412.18","2758220","shirt"
"1/24/2023","758","254378.7","1856842","shirt"
"1/20/2023","732","221490.95","1791068","shirt"
"3/4/2023","789","259102.29","1985811","shirt"
"2/25/2023","798","258326","2005902","shirt"
"4/30/2019","707","297400.05","1368093","shirt"
"4/12/2019","627","159613.21","1190773","shirt"
"6/2/2020","87","13952.5","162713","shirt"
"6/5/2020","164","28857.41","305536","shirt"
"6/25/2020","177","43250.54","329623","shirt"
"6/30/2020","123","58792.72","230077","shirt"
"7/18/2020","127","34171.56","235573","shirt"
"8/4/2020","194","74940.38","365106","shirt"
"8/28/2020","402","211830.64","769098","shirt"
"9/18/2020","311","198157.08","591289","shirt"
"9/27/2020","680","389250.62","1291420","shirt"
"10/16/2020","493","243578.68","952207","shirt"
"10/27/2020","483","189791.62","914217","shirt"
"10/31/2020","810","357088.41","1562090","shirt"
"11/14/2020","803","357497.7","1523297","shirt"
"11/27/2020","482","197956.28","950918","shirt"
"12/20/2020","866","412008.95","1728034","shirt"
"1/4/2021","408","169188.91","794092","shirt"
"1/5/2021","388","182087.83","775512","shirt"
"1/18/2021","366","189439.97","718934","shirt"
"1/22/2021","584","412726.52","1133316","shirt"
"2/15/2021","425","171757.45","826875","shirt"
"2/17/2021","395","161912.11","766605","shirt"
"3/12/2021","402","171186.91","808598","shirt"
"3/31/2021","440","202849.26","878060","shirt"
"6/16/2021","240","95110.39","464660","shirt"
"6/20/2021","339","142191.2","663561","shirt"
"6/29/2021","380","160565.7","751120","shirt"
"7/10/2021","435","194801.33","845765","shirt"
"7/24/2021","604","403226.54","1189396","shirt"
"8/13/2021","785","522019.57","1531415","shirt"
"12/19/2023","390","113636","1026110","shirt"
"12/21/2023","485","148756.53","1281815","shirt"
"1/20/2024","739","239869.59","1950161","shirt"
"2/6/2024","520","147345.9","1369680","shirt"
"8/26/2021","559","362871.46","1100341","shirt"
"9/14/2021","471","275995.53","910129","shirt"
"9/25/2021","697","341273.98","1392103","shirt"
"10/2/2021","1048","510627.46","2133252","shirt"
"10/3/2021","1101","571556.33","2243799","shirt"
"10/27/2021","812","386414.45","1668488","shirt"
"11/10/2021","701","333700.22","1433199","shirt"
"11/13/2021","1224","501908.25","2533576","shirt"
"11/18/2021","693","266802.92","1429307","shirt"
"11/21/2021","1019","372459.51","2080681","shirt"
"12/9/2021","554","193613.42","1139546","shirt"
"12/18/2021","779","355251.83","1596721","shirt"
"12/19/2021","1034","531979.7","2128166","shirt"
"1/30/2022","1012","509567.7","2133288","shirt"
"3/5/2022","757","297924.08","1595343","shirt"
"3/10/2022","544","199456.96","1127256","shirt"
"3/17/2022","540","214162.48","1123060","shirt"
"4/11/2022","651","243970.28","1383849","shirt"
"4/24/2022","1387","565191.66","2930113","shirt"
"5/3/2022","932","355026.85","1984068","shirt"
"5/26/2022","546","184299.48","1179354","shirt"
"6/5/2022","982","333786.28","2142118","shirt"
"6/29/2022","524","353364.44","1129876","shirt"
"7/25/2022","530","333767.7","1133070","shirt"
"8/3/2022","519","294138.34","1115781","shirt"
"3/14/2023","411","226909.63","1049789","shirt"
"3/22/2023","820","677464.38","2115580","shirt"
"3/30/2023","631","610868.28","1658169","shirt"
"4/18/2023","618","476296.7","1569982","shirt"
"4/25/2023","513","193281.59","1232787","shirt"
"5/1/2023","780","294764.75","1918120","shirt"
"5/11/2023","439","147481.28","1085161","shirt"
"6/10/2023","743","339950.82","1849157","shirt"
"6/24/2023","1423","1384283.04","3603577","shirt"
"6/29/2023","927","934039.53","2368873","shirt"
"7/3/2023","593","601503.25","1514507","shirt"
"7/13/2023","615","596267.82","1525585","shirt"
"8/13/2023","678","398165.13","1735322","shirt"
"8/21/2023","258","174302.19","661842","shirt"
"9/1/2023","360","189057.36","925840","shirt"
"9/4/2023","329","207750.07","837071","shirt"
"9/13/2023","352","199979.34","904848","shirt"
"12/6/2023","544","102728.35","1419356","shirt"
"3/29/2024","672","213473.93","1788028","shirt"
"6/9/2019","976","427408.51","1905324","shirt"
"7/14/2019","1352","998666.9","2649848","shirt"
"9/6/2020","498","324594.38","946402","shirt"
"9/30/2022","543","264294.71","1205957","shirt"
"6/1/2020","101","24498.52","184599","shirt"
"1/3/2023","571","277042.04","1372329","shirt"
"1/12/2023","811","357220.67","1993289","shirt"
"3/23/2023","591","460676.42","1507109","shirt"
"9/1/2019","941","239668.93","1790359","shirt"
"8/8/2019","321","70776.64","608079","shirt"
"8/18/2019","605","127797.11","1141495","shirt"
"8/22/2019","337","54754.98","643463","shirt"
"8/24/2019","611","104011.17","1153089","shirt"
"8/30/2019","458","110628.04","873442","shirt"
"11/9/2019","760","37948.14","1488340","shirt"
"12/3/2019","454","26343.71","891446","shirt"
"10/5/2019","1008","269051.51","1970292","shirt"
"10/19/2019","1259","312914.09","2484141","shirt"
"9/16/2019","303","74442.37","575297","shirt"
"12/13/2019","359","43709.18","683441","shirt"
"9/24/2019","351","109327.42","672349","shirt"
"10/31/2019","632","159673.45","1226268","shirt"
"12/18/2022","1296","571805.83","3145504","shirt"
"9/25/2022","790","333138.18","1759010","shirt"
"2/3/2023","747","232053.9","1843653","shirt"
"1/9/2023","600","275601.36","1446200","shirt"
"2/11/2023","1140","294968.98","2871360","shirt"
"1/21/2023","1103","335655.83","2728497","shirt"
"2/8/2023","671","172746.51","1671229","shirt"
"11/23/2022","825","218030.88","1957275","shirt"
"1/28/2023","1069","346356.74","2636931","shirt"
"2/16/2023","581","163423.87","1455719","shirt"
"2/7/2023","664","184855.52","1640036","shirt"
"5/2/2019","634","262196.56","1231766","shirt"
"5/28/2019","590","240467.09","1151410","shirt"
"6/4/2019","776","322294.07","1531924","shirt"
"6/6/2021","60","28224.34","114040","shirt"
"10/5/2022","624","299071.04","1404676","shirt"
"4/19/2019","894","233735.2","1720206","shirt"
"6/10/2021","129","58728.78","252771","shirt"
"6/7/2020","189","35199.46","352711","shirt"
"6/13/2020","207","51847.02","388493","shirt"
"6/21/2020","156","35986.03","288244","shirt"
"6/24/2020","172","50280.8","323628","shirt"
"7/2/2020","138","45931.34","258862","shirt"
"7/21/2020","105","30985.39","198795","shirt"
"8/8/2020","292","126515.3","553708","shirt"
"8/29/2020","447","244595.96","855653","shirt"
"9/2/2020","306","190507.09","576494","shirt"
"9/30/2020","427","255687.81","811273","shirt"
"10/13/2020","384","171325.93","734416","shirt"
"10/24/2020","1050","437794.15","2010350","shirt"
"12/1/2020","430","157364.57","836270","shirt"
"12/12/2020","636","231324.3","1260664","shirt"
"1/1/2021","488","211968.44","956412","shirt"
"2/25/2021","340","157481.46","660760","shirt"
"2/27/2021","539","242789.74","1034961","shirt"
"6/26/2021","308","140759.34","600592","shirt"
"7/3/2021","371","192675.73","719329","shirt"
"7/8/2021","513","273453.13","998287","shirt"
"7/26/2021","475","328362.75","938825","shirt"
"8/6/2021","763","487608.24","1479337","shirt"
"1/8/2024","424","145096.01","1111376","shirt"
"1/15/2024","504","165988.31","1323496","shirt"
"1/21/2024","933","295586.74","2456667","shirt"
"1/24/2024","465","172943.52","1223935","shirt"
"1/31/2024","554","188892.67","1462246","shirt"
"2/17/2024","824","160943.86","2186476","shirt"
"8/31/2021","540","344822.34","1050460","shirt"
"9/13/2021","376","216633.4","733424","shirt"
"11/1/2021","1274","550285.85","2643726","shirt"
"11/14/2021","1361","580137.72","2819639","shirt"
"12/23/2021","709","323515.54","1456491","shirt"
"12/29/2021","535","296457.17","1105165","shirt"
"12/31/2021","722","382987","1503378","shirt"
"1/14/2022","659","345197.67","1383241","shirt"
"2/1/2022","597","274105.01","1252903","shirt"
"2/4/2022","699","326641.57","1468401","shirt"
"3/29/2022","475","185447.95","1009925","shirt"
"4/3/2022","1130","429861.53","2397270","shirt"
"4/8/2022","567","213245.52","1204733","shirt"
"4/16/2022","1114","413243.84","2371286","shirt"
"4/22/2022","671","226670.67","1425429","shirt"
"4/28/2022","744","307410.32","1593156","shirt"
"5/11/2022","736","308937.74","1577964","shirt"
"5/12/2022","767","312857.23","1654633","shirt"
"5/28/2022","877","293444.44","1903023","shirt"
"7/2/2022","1070","749894.47","2330430","shirt"
"7/6/2022","747","542242.7","1626053","shirt"
"7/10/2022","1008","799226.58","2202792","shirt"
"7/24/2022","1114","747283.73","2375786","shirt"
"3/7/2023","547","196962.67","1382853","shirt"
"4/6/2023","669","537327.46","1723431","shirt"
"4/11/2023","519","403465.16","1349181","shirt"
"4/21/2023","691","250820.86","1731709","shirt"
"4/28/2023","595","241471.06","1446905","shirt"
"5/29/2023","430","179114.31","1098070","shirt"
"7/8/2023","1265","1292118.5","3208235","shirt"
"7/11/2023","684","665663.19","1715516","shirt"
"8/22/2023","298","191604.94","768202","shirt"
"9/6/2023","365","242995.23","936135","shirt"
"9/9/2023","609","358506.11","1591391","shirt"
"10/2/2023","469","98156.71","1209131","shirt"
"10/14/2023","555","159084.46","1425645","shirt"
"11/5/2023","1179","387308.54","3080021","shirt"
"11/23/2023","683","327870.8","1752517","shirt"
"12/12/2023","443","112892.23","1157357","shirt"
"3/11/2024","378","93542.83","1005322","shirt"
"4/4/2024","516","141920.58","1358284","shirt"
"4/8/2024","576","173509.65","1531224","shirt"
"6/29/2020","179","41536.65","329721","shirt"
"1/26/2023","1217","458920.66","2990883","shirt"
"8/11/2022","659","388229.51","1434441","shirt"
"6/28/2019","582","338311.96","1146518","shirt"
"7/11/2019","606","407272.78","1192024","shirt"
"9/12/2019","374","95415.28","714426","shirt"
"8/31/2019","784","187031.9","1503416","shirt"
"8/20/2019","312","56470.79","601488","shirt"
"10/12/2019","1097","273695.13","2153803","shirt"
"10/13/2019","1444","367350.57","2863156","shirt"
"8/5/2019","247","49700.26","466453","shirt"
"9/18/2019","338","91811.44","639462","shirt"
"9/20/2019","336","89157.16","636494","shirt"
"9/29/2019","1334","363046.39","2572666","shirt"
"11/15/2019","522","21964.8","1018078","shirt"
"12/7/2019","681","37479.01","1317319","shirt"
"10/23/2019","1156","297327.48","2268344","shirt"
"11/13/2019","522","21544.67","1023378","shirt"
"11/21/2019","496","15483.58","965704","shirt"
"12/31/2019","1117","814717.36","2207783","shirt"
"9/19/2019","363","110439.96","700637","shirt"
"12/28/2022","666","313736.21","1587034","shirt"
"2/4/2023","1000","279108.94","2479000","shirt"
"2/26/2023","952","310933.12","2409048","shirt"
"2/19/2023","1065","348108.9","2669135","shirt"
"12/3/2022","1262","291606.91","3047939","shirt"
"2/28/2023","534","164104.67","1346066","shirt"
"5/5/2019","1375","603556.92","2680025","shirt"
"5/26/2021","20","8069.89","40680","shirt"
"10/11/2022","389","183596.26","879911","shirt"
"10/9/2022","821","364926.22","1863779","shirt"
"4/5/2019","595","150574.9","1160127","shirt"
"6/23/2020","136","36814.74","251664","shirt"
"7/10/2020","201","80239.53","374399","shirt"
"7/26/2020","145","74283.87","271955","shirt"
"8/2/2020","230","98858.8","441570","shirt"
"8/16/2020","249","131600.8","463651","shirt"
"8/26/2020","284","135695.1","534216","shirt"
"8/27/2020","322","164233.27","610178","shirt"
"9/9/2020","301","186408.17","571999","shirt"
"9/12/2020","539","321546.48","1018961","shirt"
"9/21/2020","292","162537.06","553508","shirt"
"10/10/2020","754","305745.85","1448846","shirt"
"11/7/2020","1008","387467.27","1934392","shirt"
"11/10/2020","766","316712.61","1481834","shirt"
"11/21/2020","904","356374.01","1742496","shirt"
"12/3/2020","445","167341.08","876055","shirt"
"12/11/2020","402","151526.45","802098","shirt"
"12/13/2020","629","245706.62","1242871","shirt"
"3/11/2021","462","212445.79","922238","shirt"
"4/3/2021","573","235111.88","1144007","shirt"
"5/4/2021","140","56924.38","273160","shirt"
"5/23/2021","109","40559.36","213291","shirt"
"6/19/2021","200","74609.6","391400","shirt"
"6/22/2021","324","134924.01","640476","shirt"
"7/7/2021","496","255909.84","968704","shirt"
"7/19/2021","332","128802.13","653568","shirt"
"8/8/2021","793","502154.13","1547307","shirt"
"12/20/2023","454","130891.45","1197346","shirt"
"12/25/2023","612","203487.34","1599188","shirt"
"12/31/2023","763","227482.13","1998537","shirt"
"1/4/2024","423","125155.69","1120177","shirt"
"1/25/2024","519","164282.88","1364381","shirt"
"8/24/2021","458","272162.07","883742","shirt"
"8/29/2021","935","583464.46","1819465","shirt"
"9/3/2021","484","281696.98","932316","shirt"
"10/5/2021","543","310943.83","1101257","shirt"
"10/7/2021","723","356870.97","1501977","shirt"
"10/13/2021","799","379928.77","1634101","shirt"
"10/19/2021","776","381634.7","1592424","shirt"
"11/22/2021","580","240473.86","1194620","shirt"
"11/26/2021","614","228879.88","1261486","shirt"
"12/3/2021","535","186004.01","1105965","shirt"
"12/4/2021","784","261031.47","1614416","shirt"
"12/27/2021","558","284059.98","1151742","shirt"
"1/9/2022","554","292168.47","1166546","shirt"
"1/28/2022","465","226343.28","968235","shirt"
"3/2/2022","410","140619.37","849790","shirt"
"3/14/2022","510","209662.48","1067090","shirt"
"3/22/2022","364","131354.14","772936","shirt"
"4/17/2022","1283","460765.68","2723417","shirt"
"4/18/2022","670","236080.45","1423230","shirt"
"5/1/2022","1407","563226.03","3026793","shirt"
"5/17/2022","637","234362.87","1383363","shirt"
"5/30/2022","580","202678.8","1264420","shirt"
"6/6/2022","498","171415.65","1083102","shirt"
"6/16/2022","483","221432.65","1045317","shirt"
"6/30/2022","691","552558.74","1503109","shirt"
"7/17/2022","1135","815063.5","2443565","shirt"
"3/20/2023","587","481317.84","1525113","shirt"
"3/24/2023","566","470177.43","1472134","shirt"
"4/10/2023","536","422861.16","1394264","shirt"
"5/2/2023","620","283644.56","1485280","shirt"
"5/16/2023","414","153386.26","1040586","shirt"
"5/28/2023","817","352839.11","2078083","shirt"
"6/17/2023","1608","1620210.77","4092692","shirt"
"6/26/2023","765","753325.24","1936035","shirt"
"7/6/2023","732","734959.47","1809368","shirt"
"7/12/2023","691","669485.93","1734109","shirt"
"7/24/2023","285","228920.37","706515","shirt"
"7/28/2023","378","328586.53","953722","shirt"
"8/7/2023","238","152512.22","600662","shirt"
"8/18/2023","337","198937.16","868263","shirt"
"9/3/2023","718","492494.63","1863682","shirt"
"9/18/2023","372","215332.09","972428","shirt"
"9/25/2023","207","49651.34","538993","shirt"
"9/27/2023","248","70082.12","644152","shirt"
"10/3/2023","261","68526.53","658739","shirt"
"10/21/2023","642","221148.66","1670258","shirt"
"10/23/2023","535","177479.56","1399865","shirt"
"12/8/2023","599","111842.41","1573201","shirt"
"4/3/2024","487","126927.32","1296813","shirt"
"4/7/2024","1286","383555.76","3431314","shirt"
"2/18/2023","925","278793.86","2308575","shirt"
"4/5/2023","654","502267.99","1678946","shirt"
"7/7/2019","1718","1248054.97","3380082","shirt"
"7/8/2019","706","492799.67","1376594","shirt"
"11/5/2022","770","218548.2","1766930","shirt"
"10/29/2022","634","203852.1","1521866","shirt"
"5/28/2024","357","222673.38","936843","shirt"
"12/6/2019","471","41478.34","907329","shirt"
"8/2/2019","323","67764.42","616177","shirt"
"8/29/2019","380","75574.18","728820","shirt"
"10/1/2019","551","130457.67","1064049","shirt"
"10/3/2019","549","137929.09","1069751","shirt"
"11/8/2019","529","30692.28","1027671","shirt"
"11/30/2019","841","45836.59","1623659","shirt"
"12/9/2019","389","31248.64","753211","shirt"
"10/30/2019","641","148898.31","1257359","shirt"
"11/15/2022","593","165927.45","1403607","shirt"
"1/6/2023","642","253295.16","1542558","shirt"
"11/25/2022","874","234897.05","2118826","shirt"
"2/10/2023","700","172231.39","1745900","shirt"
"4/27/2019","1267","542655.77","2442433","shirt"
"5/13/2019","556","229644.42","1085244","shirt"
"6/15/2021","196","75219.13","382804","shirt"
"4/13/2019","1015","258398.37","1938485","shirt"
"5/21/2020","50","14624.06","93750","shirt"
"7/4/2020","184","45720.3","345416","shirt"
"8/9/2020","231","115524.92","442269","shirt"
"8/31/2020","355","211648.44","675745","shirt"
"9/10/2020","305","185272.53","586395","shirt"
"9/20/2020","569","339997.91","1078431","shirt"
"11/18/2020","541","230976.98","1051059","shirt"
"11/24/2020","571","224208.1","1110829","shirt"
"12/6/2020","839","308073.11","1656261","shirt"
"12/23/2020","668","315880.11","1312032","shirt"
"12/31/2020","689","337166.22","1360611","shirt"
"1/21/2021","380","181938.14","740720","shirt"
"2/11/2021","653","560139.35","1225247","shirt"
"2/18/2021","364","157612.85","709736","shirt"
"3/6/2021","607","269421.34","1179693","shirt"
"3/15/2021","387","171589.81","765213","shirt"
"6/18/2021","304","131249.87","599196","shirt"
"7/30/2021","653","426892.61","1281847","shirt"
"8/1/2021","717","469770.06","1390283","shirt"
"8/3/2021","626","422506.95","1219574","shirt"
"1/5/2024","383","111918.24","1006317","shirt"
"1/9/2024","391","142328.48","1025509","shirt"
"2/22/2024","461","89942.75","1221139","shirt"
"8/30/2021","642","395433.5","1250458","shirt"
"9/5/2021","898","526459.19","1742302","shirt"
"10/17/2021","1310","627646.51","2712790","shirt"
"10/23/2021","1177","518677.85","2435923","shirt"
"10/25/2021","712","336977.93","1456888","shirt"
"1/18/2022","471","278760.71","983229","shirt"
"1/21/2022","508","266459.43","1062592","shirt"
"2/24/2022","448","195343.38","929652","shirt"
"3/24/2022","430","158130.67","919570","shirt"
"3/30/2022","626","337174.44","1318074","shirt"
"4/7/2022","644","250811.72","1352656","shirt"
"4/13/2022","784","288032.32","1675116","shirt"
"5/4/2022","636","261820.09","1360764","shirt"
"5/13/2022","649","220012.99","1404551","shirt"
"5/14/2022","1195","453912.96","2587305","shirt"
"5/18/2022","658","231564.9","1420442","shirt"
"6/1/2022","624","200787.25","1343676","shirt"
"6/12/2022","867","323218.98","1889533","shirt"
"6/21/2022","436","215329.64","944464","shirt"
"6/22/2022","414","179650.29","913186","shirt"
"6/24/2022","493","311085.96","1072407","shirt"
"6/28/2022","433","259332.58","945667","shirt"
"7/26/2022","529","332657.58","1120271","shirt"
"8/2/2022","517","298018.14","1098583","shirt"
"3/13/2023","400","163296.57","1013900","shirt"
"4/22/2023","834","278519.52","2071366","shirt"
"4/27/2023","529","207751.22","1284071","shirt"
"5/3/2023","618","251911.75","1500482","shirt"
"5/7/2023","884","287203.62","2224316","shirt"
